Make,Model,Year,Purchase Price,Repair Cost,Sales Price,Profit,Stock Days,Date Sold,Sales Person
Skoda,Octavia,2020,29777.84,1260.78,29866.45,-1172.17,24,19/08/2021,Santa Barry
Honda,Jazz,2020,26120.21,998.42,26991.83,-126.8,79,05/08/2021,Mary Black
Kia,Sorento,2017,33453.24,2437.59,37094.18,1203.35,49,18/08/2021,Santa Barry
Kia,Spotage,2017,24182.58,2233.92,25745.66,-670.84,62,25/08/2021,Mary Black
Audi,A3,2021,30390.7,1484.82,34069.94,2194.42,15,09/08/2021,Jimmy The Fly
Honda,Accord,2017,17773.43,805.35,19844.96,1266.18,15,23/08/2021,Jimmy The Fly
Audi,A4,2019,43283.77,1546.59,47499.8,2669.44,20,13/08/2021,Tony Long
Honda,Civic,2018,15532.09,440.6,16967.34,994.65,51,19/08/2021,Mary Black
BMW,1 Series,2018,25971.03,2346.46,29343.13,1025.64,60,21/08/2021,Jimmy The Fly
Kia,Spotage,2017,20912.52,352.61,22017.12,751.99,55,21/08/2021,Tony Long
BMW,1 Series,2018,24096.74,1356.19,24457.24,-995.69,88,02/08/2021,Mary Black
Kia,Soul,2020,32988.59,2900.76,35842.41,-46.94,71,13/08/2021,Tony Long
BMW,3 Series,2020,46438.21,4090.77,51273.2,744.22,48,09/08/2021,Pat Byrne
Honda,Fit,2021,15589.46,636.86,17721.2,1494.88,22,11/08/2021,Pat Byrne
Skoda,Octavia,2021,33801.04,2848.34,36505.6,-143.78,1,15/08/2021,Mary Black
Honda,Jazz,2021,27928.96,1873.96,30084.61,281.69,82,20/08/2021,Pat Byrne
Audi,A3,2019,26320.68,2532.96,27574.01,-1279.63,67,21/08/2021,Jimmy The Fly
BMW,1 Series,2020,33100.77,2558.42,34557.64,-1101.55,26,03/08/2021,Mary Black
BMW,7 Series,2017,39835.92,1510.31,45035.47,3689.24,86,07/08/2021,Santa Barry
Skoda,Octavia,2018,23548.97,405.48,24472.56,518.11,9,18/08/2021,Tony Long
BMW,1 Series,2020,32935.55,881.26,33941.02,124.21,74,25/08/2021,Mary Black
Kia,Rio,2020,17813.16,1302.93,20780.82,1664.73,25,01/08/2021,Joe Fats
BMW,1 Series,2018,22316.89,1163.05,24560.04,1080.1,26,18/08/2021,Pat Byrne
Honda,Civic,2017,13029.32,458.4,12820.94,-666.78,69,26/08/2021,Mary Black
BMW,5 Series,2020,49935.78,1604.7,54687.76,3147.28,85,24/08/2021,Santa Barry
Honda,Fit,2018,9150.67,811.31,10420.76,458.78,28,20/08/2021,Jimmy The Fly
Audi,A1,2019,24592.12,919.36,26854.63,1343.15,31,25/08/2021,Joe Fats
Kia,Spotage,2020,32585.69,2608.56,33480.51,-1713.74,42,27/08/2021,Jimmy The Fly
Skoda,Octavia,2018,25957.22,1062.95,29057.48,2037.31,56,11/08/2021,Pat Byrne
Audi,A5,2018,41746.23,2734.7,43001.45,-1479.48,43,13/08/2021,Joe Fats
Kia,Soul,2017,22378.17,1787.41,25604.9,1439.32,78,31/08/2021,Mary Black
BMW,X5,2019,46747.32,1170.31,49891.83,1974.2,11,10/08/2021,Pat Byrne
Skoda,Octavia,2019,29199.81,1165.91,32506.67,2140.95,49,22/08/2021,Mary Black
Honda,Civic,2018,17668.15,387.41,17763.05,-292.51,2,09/08/2021,Mary Black
Audi,A5,2021,55150.81,5141.88,59695.45,-597.24,88,23/08/2021,Jimmy The Fly
BMW,1 Series,2020,32260.96,878.66,33802.64,663.02,34,07/08/2021,Jimmy The Fly
Audi,A5,2017,32539.95,2001.38,33337.48,-1203.85,57,14/08/2021,Jimmy The Fly
BMW,5 Series,2019,42965.3,3836.74,45240.96,-1561.08,46,29/08/2021,Mary Black
Honda,Accord,2020,30047.98,1716.76,34267.31,2502.57,74,26/08/2021,Tony Long
Honda,Accord,2020,26075.47,706.37,29161.86,2380.02,20,29/08/2021,Santa Barry
Skoda,Octavia,2020,31996.12,1171.77,32328.36,-839.53,18,30/08/2021,Santa Barry
BMW,5 Series,2018,41082.69,757.83,44546.12,2705.6,56,05/08/2021,Santa Barry
BMW,X5,2021,60370.57,1827.43,61280.62,-917.38,67,16/08/2021,Pat Byrne
Kia,Soul,2021,33719.76,2024.81,36159.8,415.23,42,31/08/2021,Mary Black
Kia,Soul,2019,26586.53,381.21,26205.21,-762.53,28,06/08/2021,Pat Byrne
Kia,Ceed,2021,25062.6,2386.85,29963.1,2513.65,63,06/08/2021,Tony Long
Skoda,Citigo,2021,14512.99,389.54,15871.26,968.73,27,08/08/2021,Tony Long
Honda,Fit,2021,15405.88,1181.97,17816.19,1228.34,74,10/08/2021,Jimmy The Fly
Audi,A1,2021,29864.23,1456.99,32134.66,813.44,22,30/08/2021,Pat Byrne
Skoda,Citigo,2019,11133.06,732.1,12200.04,334.88,1,15/08/2021,Jimmy The Fly
Audi,A3,2017,20285.36,257.77,19869.12,-674.01,44,28/08/2021,Joe Fats
BMW,3 Series,2017,28821.49,971.87,32462.75,2669.39,70,15/08/2021,Mary Black
Kia,Spotage,2020,35178.16,3098.07,40994.84,2718.61,14,09/08/2021,Pat Byrne
BMW,5 Series,2020,56455.64,4339.75,61475.29,679.9,20,25/08/2021,Joe Fats
Honda,Fit,2020,12126.01,724.21,12233.43,-616.79,14,07/08/2021,Pat Byrne
BMW,3 Series,2020,45798.35,1552.34,50597.29,3246.6,40,01/08/2021,Tony Long
Honda,Accord,2019,23592.02,1087.32,25604.79,925.45,28,06/08/2021,Tony Long
Audi,A4,2017,30112.15,1888.3,32692.69,692.24,62,17/08/2021,Santa Barry
Kia,Spotage,2018,26622.67,1929,30787.35,2235.68,45,07/08/2021,Joe Fats
Honda,Civic,2021,24897.17,2005.35,28696.96,1794.44,5,07/08/2021,Jimmy The Fly
BMW,1 Series,2021,36444.23,2889.06,40755.55,1422.26,1,21/08/2021,Pat Byrne
Honda,Accord,2019,25413.55,1693.63,29269.77,2162.59,49,06/08/2021,Santa Barry
Skoda,Scala,2020,17348.87,1124.07,20109.42,1636.48,57,02/08/2021,Joe Fats
Audi,A3,2021,31169.12,3033.02,36334.4,2132.26,41,26/08/2021,Jimmy The Fly
Honda,Fit,2019,12282.79,700.77,12337.03,-646.53,21,19/08/2021,Mary Black
Skoda,Citigo,2017,9051.76,269.09,9096.55,-224.3,41,09/08/2021,Jimmy The Fly
Honda,Civic,2021,23704.4,1047.94,24400.09,-352.25,37,16/08/2021,Mary Black
BMW,7 Series,2019,56726.56,3388.86,66115.39,5999.97,36,01/08/2021,Tony Long
Kia,Rio,2020,17712.46,897.71,17718.69,-891.48,45,05/08/2021,Tony Long
Honda,Fit,2018,10560.41,392.69,10470.98,-482.12,69,25/08/2021,Mary Black
Honda,Fit,2018,10221.96,1014.76,11771.98,535.26,53,15/08/2021,Santa Barry
Skoda,Octavia,2020,31520.71,2414.23,34442.1,507.16,83,31/08/2021,Santa Barry
Skoda,Scala,2017,12129.38,878.74,12672.61,-335.51,11,27/08/2021,Santa Barry
Skoda,Citigo,2020,12568.92,1113.93,14402.64,719.79,9,02/08/2021,Santa Barry
Kia,Spotage,2019,28232.41,2489.99,33285.53,2563.13,52,04/08/2021,Mary Black
Kia,Rio,2017,10418.76,662.73,10644.4,-437.09,3,03/08/2021,Pat Byrne
Kia,Sorento,2017,37684.05,453.65,39916.31,1778.61,80,19/08/2021,Mary Black
Honda,Accord,2017,19715.96,978.45,22547.8,1853.39,17,24/08/2021,Jimmy The Fly
Honda,Jazz,2021,28083.79,2720.34,32440.36,1636.23,87,31/08/2021,Mary Black
Audi,A6,2017,35687.73,2133.36,38274.91,453.82,80,27/08/2021,Pat Byrne
Skoda,Scala,2020,16734.97,651.94,18302.36,915.45,4,03/08/2021,Santa Barry
Honda,Jazz,2020,28410.53,1087.56,32033.72,2535.63,70,01/08/2021,Santa Barry
Honda,Jazz,2021,27962.85,2034.7,30130.55,133,65,23/08/2021,Tony Long
Honda,Jazz,2018,20754.95,730.07,20570.85,-914.17,67,18/08/2021,Jimmy The Fly
Skoda,Scala,2021,20132.52,1195.17,22114.23,786.54,88,31/08/2021,Tony Long
Audi,A4,2018,35427.7,3101.6,36786.2,-1743.1,22,23/08/2021,Santa Barry
Audi,A6,2020,64290.55,3285.95,73704.35,6127.85,40,03/08/2021,Mary Black
Honda,Accord,2018,20653.41,482.76,22438.78,1302.61,13,21/08/2021,Tony Long
Honda,Civic,2018,18617.84,578.67,19484.98,288.47,16,05/08/2021,Joe Fats
Audi,A1,2017,17700.62,1583.72,21014.38,1730.04,86,18/08/2021,Jimmy The Fly
Kia,Rio,2017,12188.25,781.97,13167.58,197.36,25,14/08/2021,Jimmy The Fly
Audi,A6,2017,39125.27,1906.51,43490.45,2458.67,28,31/08/2021,Tony Long
Skoda,Citigo,2020,13536.74,1064.62,14477.2,-124.16,74,23/08/2021,Joe Fats
Kia,Spotage,2020,36482.43,2226.36,37209.36,-1499.43,25,02/08/2021,Joe Fats
Audi,A1,2017,19104.82,1525.75,21620.83,990.26,41,08/08/2021,Santa Barry
BMW,3 Series,2019,39118.23,3419.86,41676.68,-861.41,10,27/08/2021,Mary Black
Audi,A6,2018,50962.57,3038.11,56359.15,2358.47,12,23/08/2021,Pat Byrne
Audi,A3,2017,17319.12,1322.69,19012.17,370.36,32,27/08/2021,Tony Long
BMW,X5,2018,44441.87,2241.07,45123.56,-1559.38,4,14/08/2021,Pat Byrne
Kia,Ceed,2021,23459.29,563.75,25336.46,1313.42,9,28/08/2021,Joe Fats
Kia,Ceed,2021,22865.97,599.2,23925.39,460.22,78,30/08/2021,Mary Black
Kia,Sorento,2018,42895.33,3151.66,47318.6,1271.61,32,03/08/2021,Mary Black
Honda,Fit,2021,14089.38,777.05,15905.95,1039.52,66,31/08/2021,Tony Long
Skoda,Octavia,2019,26314.43,1552.31,26597.33,-1269.41,52,05/08/2021,Santa Barry
Kia,Rio,2017,12082.9,492.92,13357.5,781.68,68,24/08/2021,Santa Barry
BMW,5 Series,2021,57034.49,1773.34,58623.92,-183.91,71,11/08/2021,Tony Long
Honda,Civic,2017,13663.04,1264.07,16243.11,1316,40,25/08/2021,Pat Byrne
Honda,Civic,2021,25724.51,423.02,26650.69,503.16,16,03/08/2021,Jimmy The Fly
Honda,Jazz,2018,19537.67,221.39,20843.48,1084.42,4,23/08/2021,Tony Long
Skoda,Citigo,2019,10712.96,324.35,12093.67,1056.36,76,31/08/2021,Mary Black
Honda,Civic,2020,22146.19,1007.84,22010.87,-1143.16,12,01/08/2021,Mary Black
Audi,A4,2020,46840.63,4132.53,53768.3,2795.14,51,31/08/2021,Jimmy The Fly
Honda,Accord,2017,17749.2,1246.39,18174.97,-820.62,32,03/08/2021,Mary Black
Kia,Rio,2017,10972.28,432.98,11581.4,176.14,28,15/08/2021,Mary Black
Kia,Soul,2019,31108.09,1882.3,34450.21,1459.82,31,13/08/2021,Pat Byrne
BMW,7 Series,2019,54226.69,1573.93,53246.81,-2553.81,15,26/08/2021,Mary Black
BMW,7 Series,2017,41763.98,3550.94,43932.41,-1382.51,66,27/08/2021,Tony Long
Audi,A3,2018,22126.74,2076.38,25502.79,1299.67,6,25/08/2021,Joe Fats
Audi,A5,2018,44295.93,3029.62,45233.26,-2092.29,21,07/08/2021,Mary Black
Audi,A3,2021,32426.09,885.47,32571.36,-740.2,10,14/08/2021,Tony Long
Skoda,Scala,2017,10912.02,248.27,12022.01,861.72,41,21/08/2021,Tony Long
Honda,Civic,2019,17673.15,956.05,20336.38,1707.18,3,11/08/2021,Pat Byrne
Honda,Fit,2019,12419.27,518.6,12661.28,-276.59,14,02/08/2021,Pat Byrne
BMW,5 Series,2020,53880.42,3396.48,56667.14,-609.76,28,04/08/2021,Mary Black
Audi,A1,2018,20368.45,636.71,22009.51,1004.35,38,28/08/2021,Joe Fats
BMW,7 Series,2018,46686.15,1136.04,47030.98,-791.21,30,23/08/2021,Joe Fats
BMW,1 Series,2020,32090.19,2659.22,37122.14,2372.73,32,26/08/2021,Pat Byrne
Audi,A6,2017,35243,1679.96,37857.85,934.89,82,24/08/2021,Joe Fats
BMW,3 Series,2021,52056.75,3037.18,56143.82,1049.89,41,07/08/2021,Tony Long
Kia,Sorento,2019,42976.8,2460.01,45476.69,39.88,66,07/08/2021,Santa Barry
BMW,5 Series,2018,40447.74,409.5,43885.73,3028.49,37,17/08/2021,Tony Long
BMW,X5,2019,52910.26,3501.14,54193.51,-2217.89,41,19/08/2021,Jimmy The Fly
Kia,Ceed,2018,18399.19,1822.38,19946.65,-274.92,26,26/08/2021,Mary Black
Skoda,Citigo,2021,14020.11,920.26,14874.78,-65.59,54,31/08/2021,Joe Fats
Kia,Sorento,2020,48038.56,2118.51,51360.85,1203.78,40,21/08/2021,Mary Black
Honda,Jazz,2017,15909.39,487.71,18011.98,1614.88,35,13/08/2021,Pat Byrne
BMW,1 Series,2017,18310,818.3,20672.61,1544.31,26,09/08/2021,Joe Fats
BMW,3 Series,2020,41062.04,1603.7,40599.65,-2066.09,56,03/08/2021,Mary Black
Kia,Spotage,2020,37686.97,2936.4,42930.7,2307.33,11,28/08/2021,Santa Barry
Kia,Sorento,2017,29730.18,1552.67,32597.74,1314.89,72,17/08/2021,Pat Byrne
Audi,A1,2019,23850.96,1928.77,27388.14,1608.41,75,10/08/2021,Joe Fats
Skoda,Citigo,2017,7956.86,572.9,8465.19,-64.57,11,10/08/2021,Jimmy The Fly
Honda,Accord,2019,25454.34,1909.89,29686.85,2322.62,89,08/08/2021,Jimmy The Fly
Skoda,Octavia,2021,31726.7,2686.6,34723.4,310.1,52,28/08/2021,Santa Barry
Honda,Civic,2018,18700.79,242.53,19014.7,71.38,38,24/08/2021,Pat Byrne
Kia,Rio,2019,15817.1,1359.26,17884.38,708.02,63,14/08/2021,Joe Fats
Skoda,Octavia,2021,33485.9,2225.63,38979.46,3267.93,83,09/08/2021,Joe Fats
BMW,7 Series,2021,64967.39,6157.25,75992.43,4867.79,71,18/08/2021,Jimmy The Fly
Honda,Accord,2019,23247.14,2151.39,24368.99,-1029.54,84,28/08/2021,Tony Long
Honda,Jazz,2021,29324.91,2691.13,35095.06,3079.02,84,28/08/2021,Pat Byrne
Kia,Spotage,2021,40227.77,1618.6,43600.29,1753.92,39,08/08/2021,Mary Black
BMW,X5,2018,41533.71,2235.67,46564.21,2794.83,50,31/08/2021,Pat Byrne
Audi,A1,2020,26254.64,2040.89,28549.77,254.24,50,13/08/2021,Pat Byrne
Kia,Spotage,2019,32250.25,2226.58,35986.57,1509.74,37,26/08/2021,Pat Byrne
Honda,Accord,2017,20330.28,895.54,23264.48,2038.66,34,14/08/2021,Pat Byrne
Honda,Accord,2021,33236.47,1073.59,34469.3,159.24,88,17/08/2021,Joe Fats
Honda,Civic,2020,20958.38,857.19,23746.87,1931.3,16,05/08/2021,Pat Byrne
Honda,Fit,2018,9328.93,225.28,9490.38,-63.83,90,21/08/2021,Mary Black
Kia,Spotage,2019,29960.35,2837.83,35213.5,2415.32,67,24/08/2021,Tony Long
BMW,1 Series,2021,35682.75,1125.27,35943.67,-864.35,8,25/08/2021,Joe Fats
BMW,5 Series,2018,44460.87,818.42,46100.15,820.86,79,17/08/2021,Joe Fats
Kia,Ceed,2017,13257.45,265.43,14459.37,936.49,34,28/08/2021,Jimmy The Fly
Skoda,Octavia,2019,27223.34,2326.5,32009,2459.16,10,16/08/2021,Joe Fats
Kia,Ceed,2021,23185.4,1117.82,23371.09,-932.13,86,29/08/2021,Joe Fats
Skoda,Scala,2020,17466.09,359.27,17579.9,-245.46,76,02/08/2021,Tony Long
Audi,A1,2018,19322.3,815.53,20833.45,695.62,83,18/08/2021,Jimmy The Fly
Skoda,Citigo,2020,12131.72,826.38,13536.37,578.27,75,18/08/2021,Mary Black
Audi,A3,2020,28272.75,696.41,31194.98,2225.82,19,02/08/2021,Mary Black
Audi,A5,2018,36190.91,3036.7,37577,-1650.61,1,06/08/2021,Joe Fats
Honda,Civic,2017,14252.65,581.35,14228.61,-605.39,60,28/08/2021,Mary Black
Honda,Fit,2020,13607.51,192.91,13307.82,-492.6,44,14/08/2021,Jimmy The Fly
Honda,Civic,2020,23282.47,1427.46,24947.5,237.57,16,20/08/2021,Jimmy The Fly
Kia,Sorento,2021,58299.28,5427.37,66344.75,2618.1,37,04/08/2021,Mary Black
Audi,A6,2020,59856.29,4565,66382,1960.71,33,03/08/2021,Pat Byrne
BMW,1 Series,2021,31927.41,3151.01,36617.36,1538.94,53,11/08/2021,Jimmy The Fly
Audi,A1,2021,29063.23,2510.69,33114.2,1540.28,21,27/08/2021,Joe Fats
Skoda,Citigo,2018,10414.13,479,11611.76,718.63,67,27/08/2021,Jimmy The Fly
Kia,Ceed,2020,22814.91,238.34,22398.07,-655.18,4,12/08/2021,Mary Black
Honda,Civic,2017,14612.07,1046.42,16707.16,1048.67,6,24/08/2021,Jimmy The Fly
Honda,Civic,2017,13418.88,830.32,14518.42,269.22,17,24/08/2021,Tony Long
Audi,A4,2018,39702.39,3107.86,46406.62,3596.37,31,24/08/2021,Jimmy The Fly
Kia,Rio,2019,13355.4,489.13,13723.84,-120.69,70,26/08/2021,Tony Long
Skoda,Citigo,2020,12221.99,245.88,12991.02,523.15,25,14/08/2021,Tony Long
Audi,A1,2020,27812.83,2039.72,28986.13,-866.42,14,19/08/2021,Mary Black
Kia,Ceed,2018,15378.84,517.45,17363.68,1467.39,69,12/08/2021,Pat Byrne
Audi,A5,2017,38778.12,3558.51,46082.76,3746.13,75,20/08/2021,Santa Barry
Kia,Ceed,2020,23368.55,1736.64,24748.92,-356.27,10,17/08/2021,Jimmy The Fly
Audi,A4,2018,39305.36,615.12,43173.45,3252.97,19,05/08/2021,Joe Fats
Honda,Civic,2017,12833.81,747.42,14377.24,796.01,61,20/08/2021,Mary Black
Honda,Jazz,2020,24018.31,580.19,26972.25,2373.75,16,12/08/2021,Jimmy The Fly
Honda,Accord,2017,20515.31,1311.35,23491.54,1664.88,10,29/08/2021,Pat Byrne
Kia,Spotage,2019,28341.23,1619.55,32213.59,2252.81,25,22/08/2021,Santa Barry
BMW,X5,2018,45519.38,3966.84,49439.64,-46.58,59,19/08/2021,Mary Black
Kia,Sorento,2021,56089.22,1217.56,59795.62,2488.84,53,25/08/2021,Pat Byrne
Skoda,Octavia,2019,28539.21,649.66,31667.66,2478.79,5,25/08/2021,Pat Byrne
Kia,Rio,2020,17806.03,1739.81,18644.3,-901.54,13,15/08/2021,Jimmy The Fly
Audi,A3,2017,17010.66,1445.38,17550.53,-905.51,31,24/08/2021,Tony Long
BMW,5 Series,2020,51594.23,2712.52,53570.19,-736.56,56,20/08/2021,Jimmy The Fly
Honda,Jazz,2018,20374.21,1828.37,24322.24,2119.66,16,23/08/2021,Mary Black
Skoda,Citigo,2020,14194.07,672.92,14448.7,-418.29,83,02/08/2021,Tony Long
Audi,A4,2020,50988.44,3235.82,57804.66,3580.4,13,29/08/2021,Mary Black
Kia,Sorento,2021,54222.09,3933.82,55854.02,-2301.89,9,13/08/2021,Jimmy The Fly
Skoda,Octavia,2018,25413.33,2457.43,27758.87,-111.89,11,04/08/2021,Tony Long
Audi,A4,2017,31440.22,898.46,33512.08,1173.4,66,15/08/2021,Mary Black
Skoda,Citigo,2021,13786.13,916.2,15611.77,909.44,19,17/08/2021,Jimmy The Fly
Kia,Sorento,2019,44934.31,2706.17,50127.3,2486.82,61,16/08/2021,Jimmy The Fly
Skoda,Citigo,2021,14056.3,216.83,13850.88,-422.25,1,12/08/2021,Jimmy The Fly
BMW,5 Series,2019,42482.57,1349.73,47326.17,3493.87,21,31/08/2021,Santa Barry
Audi,A1,2021,27388.24,2257.73,30633.35,987.38,53,03/08/2021,Santa Barry
BMW,7 Series,2018,42819.91,1110.1,43494.25,-435.76,51,25/08/2021,Santa Barry
Honda,Jazz,2021,29346.73,2025.82,30246.39,-1126.16,75,25/08/2021,Jimmy The Fly
Kia,Spotage,2021,37115.62,871.76,37347.42,-639.96,88,06/08/2021,Mary Black
Audi,A6,2020,65194.76,3417.41,72312.39,3700.22,27,15/08/2021,Mary Black
Audi,A6,2020,56854.06,5360.92,60624.11,-1590.87,47,03/08/2021,Joe Fats
BMW,X5,2020,56224.84,3848.39,62237.66,2164.43,82,07/08/2021,Mary Black
BMW,3 Series,2019,36891.48,989.46,41646.68,3765.74,43,12/08/2021,Joe Fats
Audi,A1,2021,29401.06,1645.12,33901.05,2854.87,31,01/08/2021,Tony Long
Kia,Rio,2018,12571.74,943.29,13764.83,249.8,78,15/08/2021,Joe Fats
Skoda,Citigo,2019,12592.01,374.08,13589.04,622.95,15,20/08/2021,Mary Black
Skoda,Citigo,2021,14454.59,1100.74,15537.36,-17.97,28,24/08/2021,Tony Long
Skoda,Octavia,2017,19162.92,1858.96,22244.86,1222.98,31,30/08/2021,Jimmy The Fly
Honda,Civic,2019,18559.22,1617.87,22151.78,1974.69,40,13/08/2021,Jimmy The Fly
BMW,5 Series,2017,37674.33,3613.44,41949.71,661.94,32,31/08/2021,Jimmy The Fly
Honda,Civic,2017,14331.21,767.56,15688.83,590.06,44,02/08/2021,Pat Byrne
BMW,X5,2020,60002.58,5157.67,62437.46,-2722.79,5,22/08/2021,Mary Black
Skoda,Citigo,2020,12258.93,1132.33,13165.48,-225.78,43,03/08/2021,Tony Long
Skoda,Citigo,2021,13527.65,1036.64,14086.64,-477.65,78,10/08/2021,Jimmy The Fly
Honda,Jazz,2018,21796.11,428.72,22086.45,-138.38,11,31/08/2021,Tony Long
Honda,Jazz,2018,18278.43,804.45,20436.53,1353.65,55,30/08/2021,Jimmy The Fly
BMW,X5,2017,39215.55,925.83,39974.45,-166.93,64,25/08/2021,Mary Black
Honda,Jazz,2019,21176.08,391,22960.18,1393.1,73,18/08/2021,Mary Black
Audi,A4,2018,37711.4,2287.09,43745.83,3747.34,85,22/08/2021,Tony Long
Honda,Civic,2019,17629.65,624.42,20060.74,1806.67,23,30/08/2021,Jimmy The Fly
Honda,Civic,2017,13209.61,1242.89,15844.16,1391.66,14,24/08/2021,Tony Long
Kia,Soul,2017,22721.9,561.59,24963.33,1679.84,82,02/08/2021,Pat Byrne
Kia,Soul,2020,33152.29,1704,34673.5,-182.79,9,22/08/2021,Mary Black
Kia,Ceed,2020,21700.36,698.56,22596.12,197.2,83,20/08/2021,Tony Long
Honda,Accord,2019,22981.44,1859.54,24397.76,-443.22,10,22/08/2021,Joe Fats
Honda,Jazz,2017,17373.81,514.97,18730.54,841.76,85,25/08/2021,Jimmy The Fly
BMW,X5,2021,68132.06,1155.25,71181.7,1894.39,74,08/08/2021,Pat Byrne
Skoda,Citigo,2017,8453.5,397.27,8870.95,20.18,68,23/08/2021,Mary Black
Kia,Rio,2021,18323.79,688.2,18127.04,-884.95,4,23/08/2021,Mary Black
Skoda,Citigo,2020,13542.57,1211.38,14109.03,-644.92,80,15/08/2021,Joe Fats
Kia,Sorento,2019,47872.29,4786.51,50480.62,-2178.18,85,16/08/2021,Santa Barry
Skoda,Citigo,2017,8380.44,493.63,9326.48,452.41,75,08/08/2021,Tony Long
BMW,1 Series,2021,33900.76,2603.58,38681,2176.66,81,13/08/2021,Santa Barry
Skoda,Octavia,2018,22259.57,1281.57,24795.93,1254.79,70,25/08/2021,Mary Black
Honda,Civic,2019,19358.68,886.68,20524.28,278.92,66,14/08/2021,Jimmy The Fly
Skoda,Octavia,2019,29493.06,1679.41,31237.22,64.75,47,23/08/2021,Joe Fats
Audi,A5,2017,37784.91,1199.39,38405.5,-578.8,49,20/08/2021,Pat Byrne
Kia,Soul,2019,28643,2754.56,31656.38,258.82,90,20/08/2021,Joe Fats
Kia,Ceed,2017,15502.35,414.15,15525.16,-391.34,47,14/08/2021,Tony Long
BMW,X5,2018,47866.49,2997.29,51412.38,548.6,12,17/08/2021,Jimmy The Fly
Honda,Fit,2017,9412.7,140.39,10317.25,764.16,6,23/08/2021,Jimmy The Fly
Kia,Spotage,2019,31329.9,760.2,32808.8,718.7,54,30/08/2021,Mary Black
Skoda,Octavia,2017,19659.83,1605.08,21541.02,276.11,30,27/08/2021,Pat Byrne
Kia,Ceed,2020,22863.22,894.84,25402.26,1644.2,26,26/08/2021,Tony Long
Skoda,Citigo,2020,12274.81,972.87,13513.89,266.21,2,17/08/2021,Mary Black
BMW,1 Series,2017,18978.57,1385.27,20894.99,531.15,7,22/08/2021,Santa Barry
Honda,Civic,2018,15953.96,1223.32,18731.82,1554.54,8,24/08/2021,Santa Barry
Honda,Accord,2017,16495.23,382.07,18264.13,1386.83,47,07/08/2021,Pat Byrne
Kia,Ceed,2020,20932.37,732.14,20838.16,-826.35,84,02/08/2021,Tony Long
Kia,Soul,2020,32366.2,1116.85,32916.91,-566.14,72,09/08/2021,Pat Byrne
Kia,Rio,2021,17900.01,449.91,19020.82,670.9,67,03/08/2021,Joe Fats
BMW,X5,2018,48665.07,4697.74,50952.48,-2410.33,34,01/08/2021,Tony Long
BMW,X5,2019,48383.19,4782.34,51598.79,-1566.74,64,04/08/2021,Jimmy The Fly
BMW,1 Series,2020,28897.76,617.1,31706.25,2191.39,15,21/08/2021,Pat Byrne
Audi,A6,2019,51499.81,1366.83,50868.66,-1997.98,53,20/08/2021,Joe Fats
Audi,A1,2017,17559.14,648.1,18627.27,420.03,5,02/08/2021,Tony Long
Honda,Jazz,2018,19917.44,428.77,20851.86,505.65,6,08/08/2021,Santa Barry
BMW,5 Series,2018,38309.96,1874.65,39571.13,-613.48,1,26/08/2021,Pat Byrne
Skoda,Scala,2018,14979.37,1397.64,16559.01,182,46,04/08/2021,Tony Long
Skoda,Octavia,2021,36731.24,3180.44,41008.63,1096.95,62,03/08/2021,Pat Byrne
BMW,3 Series,2021,51466.05,1252.17,53231.81,513.59,13,07/08/2021,Mary Black
BMW,3 Series,2020,42974.16,2764.76,48120.71,2381.79,32,04/08/2021,Mary Black
Kia,Soul,2019,27872.76,2681.33,32386.97,1832.88,73,17/08/2021,Mary Black
BMW,X5,2021,66928.03,3914.65,75167.81,4325.13,21,30/08/2021,Joe Fats
Kia,Ceed,2018,18046.42,960.58,19207.26,200.26,4,19/08/2021,Santa Barry
Audi,A6,2021,66101.75,1092.87,64858.01,-2336.61,10,08/08/2021,Mary Black
Skoda,Scala,2020,18990.41,845.53,20677,841.06,50,26/08/2021,Santa Barry
BMW,5 Series,2019,50701.88,727.74,53336.95,1907.33,57,12/08/2021,Santa Barry
Kia,Ceed,2017,13060.9,203.75,14483.61,1218.96,42,25/08/2021,Santa Barry
Skoda,Scala,2018,13564.53,749.09,15032.36,718.74,38,31/08/2021,Santa Barry
Skoda,Scala,2017,12322.07,240.96,13461.93,898.9,38,19/08/2021,Santa Barry
Skoda,Octavia,2021,36509.98,1170.22,38558.54,878.34,41,12/08/2021,Jimmy The Fly
Kia,Sorento,2020,46668.63,1926.3,48718.38,123.45,42,18/08/2021,Mary Black
Kia,Ceed,2021,23209.66,1889.23,27601.69,2502.8,9,20/08/2021,Mary Black
Honda,Civic,2020,21896.96,1252.46,22655.69,-493.73,40,12/08/2021,Santa Barry
Skoda,Citigo,2018,10322.94,114.55,10587.65,150.16,13,27/08/2021,Santa Barry
Kia,Spotage,2018,26986.61,2309.72,32102.29,2805.96,65,13/08/2021,Tony Long
Audi,A6,2017,35173.67,2685.5,37179.02,-680.15,67,29/08/2021,Joe Fats
Honda,Fit,2017,8707.31,463.31,9705.27,534.65,8,18/08/2021,Pat Byrne
Skoda,Scala,2017,12290.31,489.45,12384.07,-395.69,34,04/08/2021,Mary Black
Honda,Civic,2018,15540.45,771.48,16343.29,31.36,6,27/08/2021,Joe Fats
Audi,A1,2019,21837.41,1697.24,24122.39,587.74,22,03/08/2021,Mary Black
BMW,X5,2020,53973.25,4759.54,57755.46,-977.33,39,18/08/2021,Jimmy The Fly
